id,title,handle,product_type,vendor,status,published_at,image_url,tags,body_html,created_at,updated_at
1000361,Tech Pant 12,tech-pant-12,Bottoms,Northwind Co.,active,2022-12-01T00:00:00+00:00,https://cdn.northwindco.com/products/tech-pant-12.jpg,"bottoms,pants",<p>The Tech Pant 12 by Northwind Co.</p>,2022-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000362,Trail Pant 13,trail-pant-13,Bottoms,Northwind Co.,active,2023-07-21T00:00:00+00:00,https://cdn.northwindco.com/products/trail-pant-13.jpg,"bottoms,pants",<p>The Trail Pant 13 by Northwind Co.</p>,2023-07-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000363,Field Pant 14,field-pant-14,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/field-pant-14.jpg,"bottoms,pants",<p>The Field Pant 14 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000364,Cargo Pant 15,cargo-pant-15,Bottoms,Northwind Co.,active,2022-10-24T00:00:00+00:00,https://cdn.northwindco.com/products/cargo-pant-15.jpg,"bottoms,pants",<p>The Cargo Pant 15 by Northwind Co.</p>,2022-10-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000365,Chino Pant 16,chino-pant-16,Bottoms,Northwind Co.,active,2024-11-13T00:00:00+00:00,https://cdn.northwindco.com/products/chino-pant-16.jpg,"bottoms,pants",<p>The Chino Pant 16 by Northwind Co.</p>,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000366,Jogger Pant 17,jogger-pant-17,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/jogger-pant-17.jpg,"bottoms,pants",<p>The Jogger Pant 17 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000367,Linen Pant 18,linen-pant-18,Bottoms,Northwind Co.,active,2024-02-15T00:00:00+00:00,https://cdn.northwindco.com/products/linen-pant-18.jpg,"bottoms,pants",<p>The Linen Pant 18 by Northwind Co.</p>,2024-02-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000368,Tech Pant 19,tech-pant-19,Bottoms,Northwind Co.,active,2023-05-21T00:00:00+00:00,https://cdn.northwindco.com/products/tech-pant-19.jpg,"bottoms,pants",<p>The Tech Pant 19 by Northwind Co.</p>,2023-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000369,Trail Pant 20,trail-pant-20,Bottoms,Northwind Co.,active,2023-11-17T00:00:00+00:00,https://cdn.northwindco.com/products/trail-pant-20.jpg,"bottoms,pants",<p>The Trail Pant 20 by Northwind Co.</p>,2023-11-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000370,Field Pant 21,field-pant-21,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/field-pant-21.jpg,"bottoms,pants",<p>The Field Pant 21 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000371,Cargo Pant 22,cargo-pant-22,Bottoms,Northwind Co.,active,2023-05-11T00:00:00+00:00,https://cdn.northwindco.com/products/cargo-pant-22.jpg,"bottoms,pants",<p>The Cargo Pant 22 by Northwind Co.</p>,2023-05-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000372,Chino Pant 23,chino-pant-23,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/chino-pant-23.jpg,"bottoms,pants",<p>The Chino Pant 23 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000373,Jogger Pant 24,jogger-pant-24,Bottoms,Northwind Co.,active,2024-02-23T00:00:00+00:00,https://cdn.northwindco.com/products/jogger-pant-24.jpg,"bottoms,pants",<p>The Jogger Pant 24 by Northwind Co.</p>,2024-02-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000374,Linen Pant 25,linen-pant-25,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/linen-pant-25.jpg,"bottoms,pants",<p>The Linen Pant 25 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000375,Tech Pant 26,tech-pant-26,Bottoms,Northwind Co.,active,2024-10-26T00:00:00+00:00,https://cdn.northwindco.com/products/tech-pant-26.jpg,"bottoms,pants",<p>The Tech Pant 26 by Northwind Co.</p>,2024-10-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000376,Trail Pant 27,trail-pant-27,Bottoms,Northwind Co.,active,2022-12-15T00:00:00+00:00,https://cdn.northwindco.com/products/trail-pant-27.jpg,"bottoms,pants",<p>The Trail Pant 27 by Northwind Co.</p>,2022-12-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000377,Field Pant 28,field-pant-28,Bottoms,Northwind Co.,active,2024-06-23T00:00:00+00:00,https://cdn.northwindco.com/products/field-pant-28.jpg,"bottoms,pants",<p>The Field Pant 28 by Northwind Co.</p>,2024-06-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000378,Cargo Pant 29,cargo-pant-29,Bottoms,Northwind Co.,active,2024-09-05T00:00:00+00:00,https://cdn.northwindco.com/products/cargo-pant-29.jpg,"bottoms,pants",<p>The Cargo Pant 29 by Northwind Co.</p>,2024-09-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000379,Chino Pant 30,chino-pant-30,Bottoms,Northwind Co.,active,2022-10-13T00:00:00+00:00,https://cdn.northwindco.com/products/chino-pant-30.jpg,"bottoms,pants",<p>The Chino Pant 30 by Northwind Co.</p>,2022-10-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000380,Jogger Pant 31,jogger-pant-31,Bottoms,Northwind Co.,active,2024-08-22T00:00:00+00:00,https://cdn.northwindco.com/products/jogger-pant-31.jpg,"bottoms,pants",<p>The Jogger Pant 31 by Northwind Co.</p>,2024-08-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000381,Linen Pant 32,linen-pant-32,Bottoms,Northwind Co.,active,2023-08-01T00:00:00+00:00,https://cdn.northwindco.com/products/linen-pant-32.jpg,"bottoms,pants",<p>The Linen Pant 32 by Northwind Co.</p>,2023-08-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000382,Tech Pant 33,tech-pant-33,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/tech-pant-33.jpg,"bottoms,pants",<p>The Tech Pant 33 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000383,Trail Pant 34,trail-pant-34,Bottoms,Northwind Co.,active,2024-08-04T00:00:00+00:00,https://cdn.northwindco.com/products/trail-pant-34.jpg,"bottoms,pants",<p>The Trail Pant 34 by Northwind Co.</p>,2024-08-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000384,Field Pant 35,field-pant-35,Bottoms,Northwind Co.,active,2023-11-27T00:00:00+00:00,https://cdn.northwindco.com/products/field-pant-35.jpg,"bottoms,pants",<p>The Field Pant 35 by Northwind Co.</p>,2023-11-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000385,Cargo Pant 36,cargo-pant-36,Bottoms,Northwind Co.,active,2024-01-07T00:00:00+00:00,https://cdn.northwindco.com/products/cargo-pant-36.jpg,"bottoms,pants",<p>The Cargo Pant 36 by Northwind Co.</p>,2024-01-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000386,Chino Pant 37,chino-pant-37,Bottoms,Northwind Co.,active,2022-11-05T00:00:00+00:00,https://cdn.northwindco.com/products/chino-pant-37.jpg,"bottoms,pants",<p>The Chino Pant 37 by Northwind Co.</p>,2022-11-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000387,Jogger Pant 38,jogger-pant-38,Bottoms,Northwind Co.,active,2024-01-26T00:00:00+00:00,https://cdn.northwindco.com/products/jogger-pant-38.jpg,"bottoms,pants",<p>The Jogger Pant 38 by Northwind Co.</p>,2024-01-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000388,Linen Pant 39,linen-pant-39,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/linen-pant-39.jpg,"bottoms,pants",<p>The Linen Pant 39 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000389,Tech Pant 40,tech-pant-40,Bottoms,Northwind Co.,active,2024-11-01T00:00:00+00:00,https://cdn.northwindco.com/products/tech-pant-40.jpg,"bottoms,pants",<p>The Tech Pant 40 by Northwind Co.</p>,2024-11-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000390,Trail Pant 41,trail-pant-41,Bottoms,Northwind Co.,active,2024-04-17T00:00:00+00:00,https://cdn.northwindco.com/products/trail-pant-41.jpg,"bottoms,pants",<p>The Trail Pant 41 by Northwind Co.</p>,2024-04-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000391,Field Pant 42,field-pant-42,Bottoms,Northwind Co.,active,2022-11-16T00:00:00+00:00,https://cdn.northwindco.com/products/field-pant-42.jpg,"bottoms,pants",<p>The Field Pant 42 by Northwind Co.</p>,2022-11-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000392,Cargo Pant 43,cargo-pant-43,Bottoms,Northwind Co.,active,2024-11-24T00:00:00+00:00,https://cdn.northwindco.com/products/cargo-pant-43.jpg,"bottoms,pants",<p>The Cargo Pant 43 by Northwind Co.</p>,2024-11-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000393,Chino Pant 44,chino-pant-44,Bottoms,Northwind Co.,active,2023-09-12T00:00:00+00:00,https://cdn.northwindco.com/products/chino-pant-44.jpg,"bottoms,pants",<p>The Chino Pant 44 by Northwind Co.</p>,2023-09-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000394,Jogger Pant 45,jogger-pant-45,Bottoms,Northwind Co.,active,2024-12-01T00:00:00+00:00,https://cdn.northwindco.com/products/jogger-pant-45.jpg,"bottoms,pants",<p>The Jogger Pant 45 by Northwind Co.</p>,2024-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000395,Cargo Short,cargo-short,Bottoms,Northwind Co.,active,2023-05-01T00:00:00+00:00,https://cdn.northwindco.com/products/cargo-short.jpg,"bottoms,shorts",<p>The Cargo Short by Northwind Co.</p>,2023-05-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000396,Chino Short 2,chino-short-2,Bottoms,Northwind Co.,active,2023-05-16T00:00:00+00:00,https://cdn.northwindco.com/products/chino-short-2.jpg,"bottoms,shorts",<p>The Chino Short 2 by Northwind Co.</p>,2023-05-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000397,Linen Short 3,linen-short-3,Bottoms,Northwind Co.,active,2023-11-04T00:00:00+00:00,https://cdn.northwindco.com/products/linen-short-3.jpg,"bottoms,shorts",<p>The Linen Short 3 by Northwind Co.</p>,2023-11-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000398,Active Short 4,active-short-4,Bottoms,Northwind Co.,active,2023-11-20T00:00:00+00:00,https://cdn.northwindco.com/products/active-short-4.jpg,"bottoms,shorts",<p>The Active Short 4 by Northwind Co.</p>,2023-11-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000399,Board Short 5,board-short-5,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/board-short-5.jpg,"bottoms,shorts",<p>The Board Short 5 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000400,Walk Short 6,walk-short-6,Bottoms,Northwind Co.,active,2023-10-24T00:00:00+00:00,https://cdn.northwindco.com/products/walk-short-6.jpg,"bottoms,shorts",<p>The Walk Short 6 by Northwind Co.</p>,2023-10-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000401,Cargo Short 7,cargo-short-7,Bottoms,Northwind Co.,active,2023-11-15T00:00:00+00:00,https://cdn.northwindco.com/products/cargo-short-7.jpg,"bottoms,shorts",<p>The Cargo Short 7 by Northwind Co.</p>,2023-11-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000402,Chino Short 8,chino-short-8,Bottoms,Northwind Co.,active,2024-10-19T00:00:00+00:00,https://cdn.northwindco.com/products/chino-short-8.jpg,"bottoms,shorts",<p>The Chino Short 8 by Northwind Co.</p>,2024-10-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000403,Linen Short 9,linen-short-9,Bottoms,Northwind Co.,active,2024-02-21T00:00:00+00:00,https://cdn.northwindco.com/products/linen-short-9.jpg,"bottoms,shorts",<p>The Linen Short 9 by Northwind Co.</p>,2024-02-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000404,Active Short 10,active-short-10,Bottoms,Northwind Co.,active,2024-10-12T00:00:00+00:00,https://cdn.northwindco.com/products/active-short-10.jpg,"bottoms,shorts",<p>The Active Short 10 by Northwind Co.</p>,2024-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000405,Board Short 11,board-short-11,Bottoms,Northwind Co.,active,2022-08-16T00:00:00+00:00,https://cdn.northwindco.com/products/board-short-11.jpg,"bottoms,shorts",<p>The Board Short 11 by Northwind Co.</p>,2022-08-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000406,Walk Short 12,walk-short-12,Bottoms,Northwind Co.,active,2022-08-10T00:00:00+00:00,https://cdn.northwindco.com/products/walk-short-12.jpg,"bottoms,shorts",<p>The Walk Short 12 by Northwind Co.</p>,2022-08-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000407,Cargo Short 13,cargo-short-13,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/cargo-short-13.jpg,"bottoms,shorts",<p>The Cargo Short 13 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000408,Chino Short 14,chino-short-14,Bottoms,Northwind Co.,active,2024-08-22T00:00:00+00:00,https://cdn.northwindco.com/products/chino-short-14.jpg,"bottoms,shorts",<p>The Chino Short 14 by Northwind Co.</p>,2024-08-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000409,Linen Short 15,linen-short-15,Bottoms,Northwind Co.,active,2023-05-01T00:00:00+00:00,https://cdn.northwindco.com/products/linen-short-15.jpg,"bottoms,shorts",<p>The Linen Short 15 by Northwind Co.</p>,2023-05-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000410,Active Short 16,active-short-16,Bottoms,Northwind Co.,active,2023-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/active-short-16.jpg,"bottoms,shorts",<p>The Active Short 16 by Northwind Co.</p>,2023-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000411,Board Short 17,board-short-17,Bottoms,Northwind Co.,active,2024-03-24T00:00:00+00:00,https://cdn.northwindco.com/products/board-short-17.jpg,"bottoms,shorts",<p>The Board Short 17 by Northwind Co.</p>,2024-03-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000412,Walk Short 18,walk-short-18,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/walk-short-18.jpg,"bottoms,shorts",<p>The Walk Short 18 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000413,Cargo Short 19,cargo-short-19,Bottoms,Northwind Co.,active,2023-02-12T00:00:00+00:00,https://cdn.northwindco.com/products/cargo-short-19.jpg,"bottoms,shorts",<p>The Cargo Short 19 by Northwind Co.</p>,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000414,Chino Short 20,chino-short-20,Bottoms,Northwind Co.,active,2023-02-26T00:00:00+00:00,https://cdn.northwindco.com/products/chino-short-20.jpg,"bottoms,shorts",<p>The Chino Short 20 by Northwind Co.</p>,2023-02-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000415,Linen Short 21,linen-short-21,Bottoms,Northwind Co.,active,2023-12-09T00:00:00+00:00,https://cdn.northwindco.com/products/linen-short-21.jpg,"bottoms,shorts",<p>The Linen Short 21 by Northwind Co.</p>,2023-12-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000416,Active Short 22,active-short-22,Bottoms,Northwind Co.,active,2024-02-20T00:00:00+00:00,https://cdn.northwindco.com/products/active-short-22.jpg,"bottoms,shorts",<p>The Active Short 22 by Northwind Co.</p>,2024-02-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000417,Tote Bag,tote-bag,Accessories,Northwind Co.,active,2023-08-21T00:00:00+00:00,https://cdn.northwindco.com/products/tote-bag.jpg,"accessories,bags",<p>The Tote Bag by Northwind Co.</p>,2023-08-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000418,Crossbody Bag 2,crossbody-bag-2,Accessories,Northwind Co.,active,2024-06-19T00:00:00+00:00,https://cdn.northwindco.com/products/crossbody-bag-2.jpg,"accessories,bags",<p>The Crossbody Bag 2 by Northwind Co.</p>,2024-06-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000419,Backpack Bag 3,backpack-bag-3,Accessories,Northwind Co.,active,2023-04-21T00:00:00+00:00,https://cdn.northwindco.com/products/backpack-bag-3.jpg,"accessories,bags",<p>The Backpack Bag 3 by Northwind Co.</p>,2023-04-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000420,Weekender Bag 4,weekender-bag-4,Accessories,Northwind Co.,active,2023-11-15T00:00:00+00:00,https://cdn.northwindco.com/products/weekender-bag-4.jpg,"accessories,bags",<p>The Weekender Bag 4 by Northwind Co.</p>,2023-11-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000421,Clutch Bag 5,clutch-bag-5,Accessories,Northwind Co.,active,2024-05-14T00:00:00+00:00,https://cdn.northwindco.com/products/clutch-bag-5.jpg,"accessories,bags",<p>The Clutch Bag 5 by Northwind Co.</p>,2024-05-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000422,Messenger Bag 6,messenger-bag-6,Accessories,Northwind Co.,active,2023-12-11T00:00:00+00:00,https://cdn.northwindco.com/products/messenger-bag-6.jpg,"accessories,bags",<p>The Messenger Bag 6 by Northwind Co.</p>,2023-12-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000423,Canvas Bag 7,canvas-bag-7,Accessories,Northwind Co.,active,2023-09-20T00:00:00+00:00,https://cdn.northwindco.com/products/canvas-bag-7.jpg,"accessories,bags",<p>The Canvas Bag 7 by Northwind Co.</p>,2023-09-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000424,Tote Bag 8,tote-bag-8,Accessories,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/tote-bag-8.jpg,"accessories,bags",<p>The Tote Bag 8 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000425,Crossbody Bag 9,crossbody-bag-9,Accessories,Northwind Co.,active,2023-07-05T00:00:00+00:00,https://cdn.northwindco.com/products/crossbody-bag-9.jpg,"accessories,bags",<p>The Crossbody Bag 9 by Northwind Co.</p>,2023-07-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000426,Backpack Bag 10,backpack-bag-10,Accessories,Northwind Co.,active,2024-05-22T00:00:00+00:00,https://cdn.northwindco.com/products/backpack-bag-10.jpg,"accessories,bags",<p>The Backpack Bag 10 by Northwind Co.</p>,2024-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000427,Weekender Bag 11,weekender-bag-11,Accessories,Northwind Co.,active,2023-01-08T00:00:00+00:00,https://cdn.northwindco.com/products/weekender-bag-11.jpg,"accessories,bags",<p>The Weekender Bag 11 by Northwind Co.</p>,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000428,Clutch Bag 12,clutch-bag-12,Accessories,Northwind Co.,active,2023-06-15T00:00:00+00:00,https://cdn.northwindco.com/products/clutch-bag-12.jpg,"accessories,bags",<p>The Clutch Bag 12 by Northwind Co.</p>,2023-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000429,Messenger Bag 13,messenger-bag-13,Accessories,Northwind Co.,active,2022-12-18T00:00:00+00:00,https://cdn.northwindco.com/products/messenger-bag-13.jpg,"accessories,bags",<p>The Messenger Bag 13 by Northwind Co.</p>,2022-12-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000430,Canvas Bag 14,canvas-bag-14,Accessories,Northwind Co.,active,2024-06-19T00:00:00+00:00,https://cdn.northwindco.com/products/canvas-bag-14.jpg,"accessories,bags",<p>The Canvas Bag 14 by Northwind Co.</p>,2024-06-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000431,Tote Bag 15,tote-bag-15,Accessories,Northwind Co.,active,2023-12-09T00:00:00+00:00,https://cdn.northwindco.com/products/tote-bag-15.jpg,"accessories,bags",<p>The Tote Bag 15 by Northwind Co.</p>,2023-12-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000432,Crossbody Bag 16,crossbody-bag-16,Accessories,Northwind Co.,active,2023-05-16T00:00:00+00:00,https://cdn.northwindco.com/products/crossbody-bag-16.jpg,"accessories,bags",<p>The Crossbody Bag 16 by Northwind Co.</p>,2023-05-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000433,Backpack Bag 17,backpack-bag-17,Accessories,Northwind Co.,active,2024-02-01T00:00:00+00:00,https://cdn.northwindco.com/products/backpack-bag-17.jpg,"accessories,bags",<p>The Backpack Bag 17 by Northwind Co.</p>,2024-02-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000434,Weekender Bag 18,weekender-bag-18,Accessories,Northwind Co.,active,2023-10-26T00:00:00+00:00,https://cdn.northwindco.com/products/weekender-bag-18.jpg,"accessories,bags",<p>The Weekender Bag 18 by Northwind Co.</p>,2023-10-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000435,Clutch Bag 19,clutch-bag-19,Accessories,Northwind Co.,active,2024-01-09T00:00:00+00:00,https://cdn.northwindco.com/products/clutch-bag-19.jpg,"accessories,bags",<p>The Clutch Bag 19 by Northwind Co.</p>,2024-01-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000436,Messenger Bag 20,messenger-bag-20,Accessories,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/messenger-bag-20.jpg,"accessories,bags",<p>The Messenger Bag 20 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000437,Canvas Bag 21,canvas-bag-21,Accessories,Northwind Co.,active,2022-06-04T00:00:00+00:00,https://cdn.northwindco.com/products/canvas-bag-21.jpg,"accessories,bags",<p>The Canvas Bag 21 by Northwind Co.</p>,2022-06-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000438,Tote Bag 22,tote-bag-22,Accessories,Northwind Co.,active,2024-08-15T00:00:00+00:00,https://cdn.northwindco.com/products/tote-bag-22.jpg,"accessories,bags",<p>The Tote Bag 22 by Northwind Co.</p>,2024-08-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000439,Crossbody Bag 23,crossbody-bag-23,Accessories,Northwind Co.,active,2024-09-14T00:00:00+00:00,https://cdn.northwindco.com/products/crossbody-bag-23.jpg,"accessories,bags",<p>The Crossbody Bag 23 by Northwind Co.</p>,2024-09-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000440,Backpack Bag 24,backpack-bag-24,Accessories,Northwind Co.,active,2024-04-17T00:00:00+00:00,https://cdn.northwindco.com/products/backpack-bag-24.jpg,"accessories,bags",<p>The Backpack Bag 24 by Northwind Co.</p>,2024-04-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000441,Weekender Bag 25,weekender-bag-25,Accessories,Northwind Co.,active,2023-05-18T00:00:00+00:00,https://cdn.northwindco.com/products/weekender-bag-25.jpg,"accessories,bags",<p>The Weekender Bag 25 by Northwind Co.</p>,2023-05-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000442,Clutch Bag 26,clutch-bag-26,Accessories,Northwind Co.,active,2022-10-10T00:00:00+00:00,https://cdn.northwindco.com/products/clutch-bag-26.jpg,"accessories,bags",<p>The Clutch Bag 26 by Northwind Co.</p>,2022-10-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000443,Messenger Bag 27,messenger-bag-27,Accessories,Northwind Co.,active,2023-01-07T00:00:00+00:00,https://cdn.northwindco.com/products/messenger-bag-27.jpg,"accessories,bags",<p>The Messenger Bag 27 by Northwind Co.</p>,2023-01-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000444,Canvas Bag 28,canvas-bag-28,Accessories,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/canvas-bag-28.jpg,"accessories,bags",<p>The Canvas Bag 28 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000445,Tote Bag 29,tote-bag-29,Accessories,Northwind Co.,active,2022-09-13T00:00:00+00:00,https://cdn.northwindco.com/products/tote-bag-29.jpg,"accessories,bags",<p>The Tote Bag 29 by Northwind Co.</p>,2022-09-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000446,Crossbody Bag 30,crossbody-bag-30,Accessories,Northwind Co.,active,2023-11-07T00:00:00+00:00,https://cdn.northwindco.com/products/crossbody-bag-30.jpg,"accessories,bags",<p>The Crossbody Bag 30 by Northwind Co.</p>,2023-11-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000447,Baseball Hat,baseball-hat,Accessories,Northwind Co.,active,2022-07-15T00:00:00+00:00,https://cdn.northwindco.com/products/baseball-hat.jpg,"accessories,hats",<p>The Baseball Hat by Northwind Co.</p>,2022-07-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000448,Bucket Hat 2,bucket-hat-2,Accessories,Northwind Co.,active,2023-06-05T00:00:00+00:00,https://cdn.northwindco.com/products/bucket-hat-2.jpg,"accessories,hats",<p>The Bucket Hat 2 by Northwind Co.</p>,2023-06-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000449,Beanie Hat 3,beanie-hat-3,Accessories,Northwind Co.,active,2024-05-12T00:00:00+00:00,https://cdn.northwindco.com/products/beanie-hat-3.jpg,"accessories,hats",<p>The Beanie Hat 3 by Northwind Co.</p>,2024-05-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000450,Snapback Hat 4,snapback-hat-4,Accessories,Northwind Co.,active,2024-01-10T00:00:00+00:00,https://cdn.northwindco.com/products/snapback-hat-4.jpg,"accessories,hats",<p>The Snapback Hat 4 by Northwind Co.</p>,2024-01-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000451,Trucker Hat 5,trucker-hat-5,Accessories,Northwind Co.,active,2024-04-17T00:00:00+00:00,https://cdn.northwindco.com/products/trucker-hat-5.jpg,"accessories,hats",<p>The Trucker Hat 5 by Northwind Co.</p>,2024-04-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000452,Wool Hat 6,wool-hat-6,Accessories,Northwind Co.,active,2024-04-12T00:00:00+00:00,https://cdn.northwindco.com/products/wool-hat-6.jpg,"accessories,hats",<p>The Wool Hat 6 by Northwind Co.</p>,2024-04-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000453,Baseball Hat 7,baseball-hat-7,Accessories,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/baseball-hat-7.jpg,"accessories,hats",<p>The Baseball Hat 7 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
